compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,agl_gruneisen,agl_thermal_conductivity_300K,agl_debye,agl_heat_capacity_Cv_300K,ael_bulk_modulus_vrh,ael_shear_modulus_vrh,natoms,density
As3Hf3Ru3,aflow:ead17e5bd35f4a6b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Hf1Ru1_ICSD_610654,189,hP9,2.19958,5.51468,338.022,25.3906,196.213,81.9486,9,12.0494
Ge3Pd3Sc3,aflow:6527349edb719eb3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ge1Pd1Sc1_ICSD_637547,189,hP9,2.19969,3.62679,339.083,25.3944,115.066,51.6838,9,6.95512
Pt9Sc5Si7,aflow:46e1e39d83ee4c02,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Pt9Sc5Si7_ICSD_420356,174,hP21,2.19989,2.95066,345.972,59.0839,160.056,72.3739,21,10.5897
Ni4P8,aflow:69904de94766ef52,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ni1P2_ICSD_22221,205,cP12,2.19991,6.97147,568.869,30.3457,144.054,87.8053,12,4.96354
Br3Ga1La3,aflow:8fb8839ff8584586,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br3Ga1La3_ICSD_95072,221,cP7,2.19998,1.85009,213.885,20.5017,42.8556,22.9622,7,5.11936
P1Pt1Y1,aflow:7e4e5d0b03591281,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/P1Pt1Y1_ICSD_77779,187,hP3,2.20006,6.92832,291.993,8.59706,127.747,49.0643,3,9.14932
Bi4Ir4O14,aflow:d1c53dfc3ace44df,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2Ir2O7_ICSD_161103,227,cF88,2.20015,3.29991,401.036,60.5628,181.517,83.3448,22,10.7112
Cl6K2Tc1,aflow:dae7fea808b5dbe2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6K2Tc1_ICSD_22096,225,cF36,2.20025,1.67366,298.136,25.8025,12.1667,6.85479,9,2.5239
P1Pt1Tb1,aflow:6c40cee89570a778,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/P1Pt1Tb1_ICSD_77777,187,hP3,2.20026,5.77548,257.057,8.68631,129.197,46.4935,3,11.1439
In16O24,aflow:1a66ec3a2d271bea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/In2O3_ICSD_14387,206,cI80,2.20043,1.63955,412.971,109.553,146.147,60.1448,40,6.8671
Ge4La2Rh2,aflow:07506535ec5a26cd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ge2La1Rh1_ICSD_636850,63,oS16,2.20047,3.12372,282.939,22.9918,99.674,41.3717,8,7.6375
Bi1Er1Pt1,aflow:52835ff38add18b5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Er1Pt1_ICSD_58782,216,cF12,2.20061,4.28002,197.969,8.81446,93.4778,40.0554,3,12.7512
Mn6Sn6Zr1,aflow:81af2a8653989a81,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mn6Sn6Zr1_ICSD_54928,191,hP13,2.20088,1.40832,249.003,37.774,54.389,29.6144,13,6.59923
B2Ce1Ir3,aflow:13d4d51cec45ebe0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2Ce1Ir3_ICSD_97341,191,hP6,2.20089,9.95806,378.969,16.664,256.539,115.237,6,15.0829
