compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,agl_gruneisen,agl_thermal_conductivity_300K,agl_debye,agl_heat_capacity_Cv_300K,ael_bulk_modulus_vrh,ael_shear_modulus_vrh,natoms,density,poscar_file
Al1Hf1Pd2,aflow:c7e4f6937e0696c1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Hf1Pd2_ICSD_57906,225,cF16,2.17097,0.71177,147.018,11.8612,156.983,13.3644,4,10.5868,aflow_c7e4f6937e0696c1.poscar
Ba6Pb10,aflow:093eac89f3019431,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba3Pb5_ICSD_165184,63,oS32,2.17196,0.570515,140.972,47.5207,26.8549,15.1379,16,7.97836,aflow_093eac89f3019431.poscar
Cd2Ge2Sr1,aflow:15791bdc57abceab,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cd2Ge2Sr1_ICSD_25331,139,tI10,2.17327,0.614525,147.006,14.8368,47.3036,10.3886,5,6.15508,aflow_15791bdc57abceab.poscar
Cs2I6Sn2,aflow:5676285f6634d44e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cs1I3Sn1_ICSD_262925,127,tP10,2.17554,0.348189,117.976,29.7973,13.0419,6.26776,10,4.1318,aflow_5676285f6634d44e.poscar
Ag2Bi2Ca2,aflow:d71d07cdd5ecf61b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ag1Bi1Ca1_ICSD_659377,194,hP6,2.17597,1.44134,183.976,17.6906,39.2021,19.2232,6,7.11869,aflow_d71d07cdd5ecf61b.poscar
In2Li2Te4,aflow:2acaed09465898ef,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/In1Li1Te2_ICSD_162674,122,tI16,2.17655,0.989041,183.084,23.5955,23.4359,11.501,8,4.58334,aflow_2acaed09465898ef.poscar
Ge2S4,aflow:bdcd84c2bc1f6b62,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ge1S2_ICSD_167194,122,tI12,2.17725,6.16115,416.116,16.4278,19.7826,14.3212,6,3.01682,aflow_bdcd84c2bc1f6b62.poscar
Ag6O8P2,aflow:fe8b810bf7f801ca,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag3O4P1_ICSD_14000,218,cP16,2.17823,1.07225,294.134,45.8558,72.2944,19.0541,16,6.08172,aflow_fe8b810bf7f801ca.poscar
Cl6Rb2Se1,aflow:ab1349bc362a4777,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Rb2Se1_ICSD_26692,225,cF36,2.17847,1.22776,249.807,26.1711,10.1889,6.24219,9,2.7876,aflow_ab1349bc362a4777.poscar
K8Te12,aflow:cf40cb0bd363aec2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/K2Te3_ICSD_2453,62,oP20,2.17941,0.378655,161.929,59.2243,15.0293,7.21324,20,3.96479,aflow_cf40cb0bd363aec2.poscar
Al2Hg1Te4,aflow:9ac7d0ab226ef604,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al2Hg1Te4_ICSD_25641,82,tI14,2.17982,2.10439,218.093,20.4876,25.3311,15.8941,7,5.37696,aflow_9ac7d0ab226ef604.poscar
Cl6K2Re1,aflow:0f62b7e9b927b4d6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6K2Re1_ICSD_23769,225,cF36,2.18017,1.73555,279.843,25.9316,11.25,6.31792,9,3.06204,aflow_0f62b7e9b927b4d6.poscar
Au2Gd2,aflow:3d37baaa5a26457a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Au1Gd1_ICSD_611906,63,oS8,2.1802,1.21337,140.943,11.8742,67.735,16.3932,4,11.6792,aflow_3d37baaa5a26457a.poscar
Au4La4,aflow:a126f192de14ca4b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au1La1_ICSD_612101,62,oP8,2.18072,0.591976,129.982,23.7862,82.8983,18.5581,8,9.87582,aflow_a126f192de14ca4b.poscar
Cd2Se2,aflow:57881763974b095b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1Se1_ICSD_236428,186,hP4,2.18231,1.25962,172.046,11.817,46.3205,14.5911,4,5.37804,aflow_57881763974b095b.poscar
Br3Cs1Pb1,aflow:53122e2feb234908,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br3Cs1Pb1_ICSD_181287,221,cP5,2.18236,0.544202,122.972,14.8896,19.0833,7.98552,5,4.485,aflow_53122e2feb234908.poscar
Cd1Se1,aflow:113bf1e066e9b967,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1Se1_ICSD_180931,216,cF8,2.1834,2.03323,173.035,5.90834,46.65,14.6803,2,5.38075,aflow_113bf1e066e9b967.poscar
Cu3Nb1Te4,aflow:e06a9629d7c765a0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cu3Nb1Te4_ICSD_628495,215,cP8,2.18381,3.30112,276.06,23.0527,28.0889,18.7865,8,6.02421,aflow_e06a9629d7c765a0.poscar
K2Sb2Zn2,aflow:494d1eb12219a1bc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/K1Sb1Zn1_ICSD_12161,194,hP6,2.18457,1.76231,226.063,17.5446,25.0561,17.6499,6,3.90829,aflow_494d1eb12219a1bc.poscar
Br2F2Sr2,aflow:c0a39893d84d2f99,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Br1F1Sr1_ICSD_155008,129,tP6,2.18489,1.98967,260.893,17.3831,36.5448,19.0161,6,4.56378,aflow_c0a39893d84d2f99.poscar
Au2Ge8Rb6,aflow:3e71628ad5f72310,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au1Ge4Rb3_ICSD_413724,59,oP16,2.18492,0.543366,176.055,47.2622,17.7023,9.10504,16,4.5259,aflow_3e71628ad5f72310.poscar
In2Se4Zn1,aflow:e15fba4b6960f25e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/In2Se4Zn1_ICSD_25647,82,tI14,2.18552,2.51657,255.006,20.2974,30.0951,18.0018,7,5.19346,aflow_e15fba4b6960f25e.poscar
Al8Mg4,aflow:7ae8cfbe27c1265d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al2Mg1_ICSD_608412,141,tI24,2.18559,1.19206,350.734,33.7751,57.7423,19.0372,12,2.35584,aflow_7ae8cfbe27c1265d.poscar
Br4Na4O12,aflow:ec746eef1975aa25,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1Na1O3_ICSD_28831,198,cP20,2.18637,2.41482,481.858,53.1082,25.0933,14.6456,20,3.1774,aflow_ec746eef1975aa25.poscar
O1Rb2,aflow:9df378b18977f7f4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/ORb_sv/AB2_cF12_225_a_c.AB,225,cF12,2.18729,0.689463,153.919,8.90162,22.8401,7.74443,3,3.81679,aflow_9df378b18977f7f4.poscar
Cd2O2,aflow:f047eb07931ed7b5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1O1_ICSD_161837,186,hP4,2.18795,1.66417,229.956,11.6707,91.9685,19.7656,4,6.28799,aflow_f047eb07931ed7b5.poscar
Bi12Ni4,aflow:b3f5b208353f7d60,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Bi3Ni1_ICSD_391336,62,oP16,2.18801,0.614822,154.017,47.4062,41.2408,13.05,16,10.7295,aflow_b3f5b208353f7d60.poscar
In1Te1,aflow:83c1aa3f053e67f6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/In1Te1_ICSD_44652,221,cP2,2.18847,0.706838,112.954,5.9617,41.6889,8.36365,2,7.00976,aflow_83c1aa3f053e67f6.poscar
Ca1Tl1,aflow:e35047fade43799d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca1Tl1_ICSD_58941,221,cP2,2.18895,2.08259,161.058,5.92319,31.4889,16.1318,2,6.83513,aflow_e35047fade43799d.poscar
Br4Na4O12,aflow:b454313ab1a5628f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1Na1O3_ICSD_30208,198,cP20,2.19005,2.4991,487.883,52.9501,25.365,15.2206,20,3.16789,aflow_b454313ab1a5628f.poscar
O1Rb2,aflow:ed5547e7e4115236,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O1Rb2_ICSD_180572,225,cF12,2.1903,0.70091,154.993,8.90029,22.7389,7.82506,3,3.81374,aflow_ed5547e7e4115236.poscar
Au2La2,aflow:4c66320b9dcb1592,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Au1La1_ICSD_612099,63,oS8,2.1904,0.662441,115.98,11.9154,64.8853,11.3888,4,9.82693,aflow_4c66320b9dcb1592.poscar
Br10Cs2Sn4,aflow:36c4141c3de2e357,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Br5Cs1Sn2_ICSD_151987,140,tI32,2.19076,0.637468,182.154,47.2157,8.93669,5.77115,16,4.23434,aflow_36c4141c3de2e357.poscar
Cs3I9Sb2,aflow:27d05030276c6992,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cs3I9Sb2_ICSD_39822,164,hP14,2.19097,0.394267,133.022,41.6394,8.44548,4.83847,14,4.29236,aflow_27d05030276c6992.poscar
As2Cd2K2,aflow:3d43bc3c329d30c7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/As1Cd1K1_ICSD_609963,129,tP6,2.19111,1.84183,233.011,17.5114,28.1584,17.3694,6,4.44441,aflow_3d43bc3c329d30c7.poscar
Ba1Cl2,aflow:6a9703b2d7b80183,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ba1Cl2_ICSD_2191,225,cF12,2.19217,1.59276,191.923,8.83416,29.2,12.4996,3,3.40199,aflow_6a9703b2d7b80183.poscar
Cr1Te1,aflow:53c8683bd5648144,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cr1Te1_ICSD_181056,216,cF8,2.1923,0.0805987,60.0371,5.989,39.4056,1.51943,2,4.68531,aflow_53c8683bd5648144.poscar
Br4Na4O12,aflow:ef261ad7b35866a4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1Na1O3_ICSD_47174,198,cP20,2.19283,2.39887,482.232,53.1165,27.4095,15.9495,20,3.17918,aflow_ef261ad7b35866a4.poscar
Cl3Cs1Pb1,aflow:cd7dedbd84a6e2f8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl3Cs1Pb1_ICSD_181780,221,cP5,2.19288,0.719095,150.025,14.8349,21.8944,9.40627,5,3.93047,aflow_cd7dedbd84a6e2f8.poscar
Cl6Cs2Se1,aflow:92d5bfe0c38ef3d0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Cs2Se1_ICSD_26693,225,cF36,2.19306,1.02532,219.9,26.3584,8.43333,5.11528,9,3.05164,aflow_92d5bfe0c38ef3d0.poscar
Te2,aflow:a8c395dc70d63e16,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Te1_ICSD_52499,221,cP1,2.19456,1.28703,114.946,2.97921,49.0778,7.59925,2,6.47327,aflow_a8c395dc70d63e16.poscar
F6K3W1,aflow:5e165517cde92300,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F6K3W1_ICSD_51264,225,cF40,2.19493,1.39127,302.774,28.619,33.3556,14.4763,10,3.54978,aflow_5e165517cde92300.poscar
Ni1Sb1Yb1,aflow:fd22297be346932c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni1Sb1Yb1_ICSD_105332,216,cF12,2.19576,1.40019,161.999,8.87849,61.525,16.0426,3,8.90919,aflow_fd22297be346932c.poscar
Ga1P1,aflow:f89e741dc545ab62,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ga1P1_ICSD_40868,225,cF8,2.19604,2.68278,251.089,5.80499,90.05,19.2335,2,4.9177,aflow_f89e741dc545ab62.poscar
Cu3Te4V1,aflow:15306d8245b2e1ca,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cu3Te4V1_ICSD_629351,215,cP8,2.19726,2.49759,257.903,23.1806,27.275,15.8333,8,5.88787,aflow_15306d8245b2e1ca.poscar
Br1O1Rb3,aflow:d8062a4e068bf5b6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1O1Rb3_ICSD_77196,221,cP5,2.19783,0.773636,167.83,14.8057,16.4389,10.0861,5,3.37381,aflow_d8062a4e068bf5b6.poscar
In4Sr2Te8,aflow:8da3f072c92a852f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/In2Sr1Te4_ICSD_41167,66,oS28,2.1979,1.00722,193.027,41.2009,21.7632,12.3909,14,5.33206,aflow_8da3f072c92a852f.poscar
Cl2F12Pb7,aflow:7374050d72dfb2b0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cl2F12Pb7_ICSD_10402,174,hP21,2.19919,0.675226,224.974,61.3788,40.159,15.4356,21,7.65747,aflow_7374050d72dfb2b0.poscar
Cl1O4Tl1,aflow:986d832938067b89,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1O4Tl1_ICSD_33564,216,cF24,2.19948,1.9836,285.185,17.2568,13.6278,5.04714,6,4.27761,aflow_986d832938067b89.poscar
Cl6K2Tc1,aflow:dae7fea808b5dbe2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6K2Tc1_ICSD_22096,225,cF36,2.20025,1.67366,298.136,25.8025,12.1667,6.85479,9,2.5239,aflow_dae7fea808b5dbe2.poscar
Cs12O12Sb4,aflow:9ea1dd0d167ec662,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cs3O3Sb1_ICSD_279580,198,cP28,2.20131,0.343002,182.911,82.5835,17.063,6.05069,28,4.59582,aflow_9ea1dd0d167ec662.poscar
As4Cd2,aflow:6ed9361ec8f295c4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/As2Cd1_ICSD_16037,98,tI12,2.20194,2.21396,239.072,17.4715,36.7536,18.6175,6,5.5556,aflow_6ed9361ec8f295c4.poscar
Ag2Al2Te4,aflow:dc0402cf588bb06d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag1Al1Te2_ICSD_28746,122,tI16,2.20232,0.943954,180.965,23.5966,40.2719,15.4393,8,5.11441,aflow_dc0402cf588bb06d.poscar
Ga2Se4Tl2,aflow:7d6ddbdd4991e743,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ga1Se2Tl1_ICSD_100131,140,tI16,2.20257,1.40384,202.935,23.4988,26.1595,13.7304,8,6.54998,aflow_7d6ddbdd4991e743.poscar
Ba3I6,aflow:7d9b3b964beb3853,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1I2_ICSD_36210,189,hP9,2.20322,0.314325,112.921,26.83,22.6969,7.56986,9,4.97334,aflow_7d9b3b964beb3853.poscar
Cl1K1O4,aflow:2db8da6c4b58612b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1O4_ICSD_33562,216,cF24,2.20449,3.59182,455.044,16.15,14.7,6.36062,6,2.08571,aflow_2db8da6c4b58612b.poscar
Ba4Hg4S8,aflow:b1b76758a64dac8a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba1Hg1S2_ICSD_32648,26,oP16,2.20472,0.91409,209.025,46.9288,34.3488,16.6648,16,5.70455,aflow_b1b76758a64dac8a.poscar
Ag2Bi2K4,aflow:0f80aff62bbe5e60,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ag1Bi1K2_ICSD_1156,20,oS16,2.20477,0.517687,144.84,23.7621,15.5392,8.33897,8,4.4443,aflow_0f80aff62bbe5e60.poscar
Ba2Pd2S4,aflow:b584f241c5c0342f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba1Pd1S2_ICSD_202009,63,oS16,2.20511,1.48968,233.036,23.3285,40.7738,14.6376,8,4.84611,aflow_b584f241c5c0342f.poscar
Ce1Pb3,aflow:dec09c04ffe4a551,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ce1Pb3_ICSD_102244,221,cP4,2.20569,1.28281,138.985,11.8789,54.8639,18.8624,4,10.8229,aflow_dec09c04ffe4a551.poscar
Cd1In2Se4,aflow:4332feb98b6e37da,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cd1In2Se4_ICSD_151954,82,tI14,2.20609,2.212,238.049,20.3912,25.4713,14.8117,7,5.19444,aflow_4332feb98b6e37da.poscar
Cl4Cs4O16,aflow:ef61a8efb168dd81,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Cs1O4_ICSD_33566,216,cF24,2.20665,1.12733,348.189,67.6021,10.7389,5.02968,24,2.93744,aflow_ef61a8efb168dd81.poscar
Au1Mn1Sb1,aflow:6b998687d5f62fe9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1Mn1Sb1_ICSD_52673,216,cF12,2.20673,1.49086,161.931,8.87736,73.25,18.2789,3,8.91072,aflow_6b998687d5f62fe9.poscar
Cl6Rb2Te1,aflow:2acdf816a1ae5c33,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Rb2Te1_ICSD_26703,225,cF36,2.20804,1.0914,233.029,26.2746,9.0,5.08128,9,2.86834,aflow_2acdf816a1ae5c33.poscar
Ag1Yb1,aflow:814ca132a7938e3d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag1Yb1_ICSD_58378,221,cP2,2.20855,0.763001,112.038,5.96354,28.0056,8.55208,2,8.62709,aflow_814ca132a7938e3d.poscar
Ga2In2Te4,aflow:876164b3086cb2f5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ga1In1Te2_ICSD_600687,140,tI16,2.2087,1.6112,208.93,23.4683,21.603,14.1069,8,5.91138,aflow_876164b3086cb2f5.poscar
Cd4Na4Sb4,aflow:69058d2d5b1c355b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cd1Na1Sb1_ICSD_12159,62,oP12,2.20879,0.611519,181.953,35.4071,32.0628,13.6792,12,5.13851,aflow_69058d2d5b1c355b.poscar
In1Li1Sn1,aflow:c461c6bc5ee6289d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In1Li1Sn1_ICSD_639905,216,cF12,2.21037,2.0846,207.086,8.8096,33.9056,18.3308,3,5.04155,aflow_c461c6bc5ee6289d.poscar
Cl1O4Rb1,aflow:8b5e77c3f863f92b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1O4Rb1_ICSD_33565,216,cF24,2.21047,3.66355,414.035,16.458,13.3722,6.64902,6,2.61862,aflow_8b5e77c3f863f92b.poscar
Cl8Cu2Rb4,aflow:d177d66e077ae060,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Cl4Cu1Rb2_ICSD_15145,64,oS28,2.21048,0.561956,211.782,41.0872,14.7766,7.58727,14,2.9721,aflow_d177d66e077ae060.poscar
Sr1Tl1,aflow:fe4e8bc133dd6bd4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Sr1Tl1_ICSD_106110,221,cP2,2.2126,1.64671,138.908,5.94304,26.3667,14.0896,2,7.0219,aflow_fe4e8bc133dd6bd4.poscar
In14K3Mg20,aflow:eec09c1ed7370784,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/In14K3Mg20_ICSD_172036,221,cP37,2.21371,0.388592,229.131,108.125,36.7167,17.6759,37,3.88296,aflow_eec09c1ed7370784.poscar
F6Sn2,aflow:884cbe648954f00a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F6Sn2_ICSD_33786,225,cF32,2.21393,1.91754,313.05,22.7998,49.8444,18.147,8,3.34507,aflow_884cbe648954f00a.poscar
Au2Pb8Rb6,aflow:42509cd1af134043,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au1Pb4Rb3_ICSD_107447,59,oP16,2.21403,0.281087,116.044,47.6884,12.5592,6.03975,16,6.20902,aflow_42509cd1af134043.poscar
Au1Bi1Li2,aflow:7d74748bc369b1ea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1Bi1Li2_ICSD_58400,216,cF16,2.21422,0.516167,130.973,11.8984,46.9278,10.4285,4,8.82922,aflow_7d74748bc369b1ea.poscar
Br1Na1,aflow:81af8c617774153e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Na1_ICSD_18013,225,cF8,2.21556,1.3306,188.242,5.90434,20.5333,10.4276,2,3.14835,aflow_81af8c617774153e.poscar
F6Ge1Rb2,aflow:f5ab0276e2d4780d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F6Ge1Rb2_ICSD_68982,225,cF36,2.21618,1.06944,279.025,25.945,19.0778,6.07852,9,3.63014,aflow_f5ab0276e2d4780d.poscar
Bi4F16Rb4,aflow:5d2ee95d3fdba7f1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1F4Rb1_ICSD_63167,227,cF96,2.2165,0.5507,239.858,69.8864,54.4389,17.3944,24,5.55158,aflow_5d2ee95d3fdba7f1.poscar
F3Pb1Rb1,aflow:6fbab6a05afc14f4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/F3Pb1Rb1_ICSD_49591,221,cP5,2.21693,1.07497,198.051,14.7091,39.4611,15.1974,5,5.03934,aflow_6fbab6a05afc14f4.poscar
Cd4O8Rb8,aflow:ab6fb47139d6d74e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cd1O2Rb2_ICSD_62054,60,oP20,2.21737,0.492799,215.957,58.6005,36.7288,13.6326,20,4.70755,aflow_ab6fb47139d6d74e.poscar
Cl10Cs2Pb4,aflow:28b5a7baf33114a1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cl5Cs1Pb2_ICSD_249888,140,tI32,2.21794,0.644584,190.934,47.1296,13.7185,7.97656,16,4.60786,aflow_28b5a7baf33114a1.poscar
Cd2Te2,aflow:904750495511d139,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1Te1_ICSD_150941,186,hP4,2.2181,1.0799,150.056,11.8633,36.2739,13.0107,4,5.53862,aflow_904750495511d139.poscar
Ag6P2S8,aflow:474a32773d1a741c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag3P1S4_ICSD_416585,31,oP16,2.21936,0.646044,228.124,46.7287,41.8712,12.5931,16,4.42999,aflow_474a32773d1a741c.poscar
Br6K2Re1,aflow:08933efb4d3240d7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br6K2Re1_ICSD_23770,225,cF36,2.22035,1.00021,200.042,26.4546,11.3389,5.84215,9,4.06943,aflow_08933efb4d3240d7.poscar
O16Pb12,aflow:324bc142cbfbe9e3,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/OPb_d/A4B3_tP28_135_gh_dh-001.AB,135,tP28,2.22153,0.669028,226.052,81.7739,38.3316,13.0323,28,8.23975,aflow_324bc142cbfbe9e3.poscar
I10In2Sn4,aflow:4dc98501cf293edd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/I5In1Sn2_ICSD_151986,140,tI32,2.22159,0.431356,147.961,47.4873,11.1918,5.92195,16,5.26127,aflow_4dc98501cf293edd.poscar
In1Yb1,aflow:9b97c23e6352e08b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/In1Yb1_ICSD_59570,221,cP2,2.22282,1.54544,139.967,5.94198,35.1611,15.3129,2,8.4096,aflow_9b97c23e6352e08b.poscar
Ag1Li1,aflow:4c10b43e69b72e7c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag1Li1_ICSD_58310,221,cP2,2.22319,1.39359,194.883,5.89462,37.1278,14.9382,2,5.78305,aflow_4c10b43e69b72e7c.poscar
Ba3Cl6,aflow:bdc362fd57f037e0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1Cl2_ICSD_2190,189,hP9,2.2256,0.736002,194.143,26.4941,32.2884,12.9388,9,3.79137,aflow_bdc362fd57f037e0.poscar
Au1Cs1,aflow:536c2f463e4fff78,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Cs1_ICSD_150971,221,cP2,2.22582,0.500054,87.9,5.98162,11.3278,7.06757,2,6.75577,aflow_536c2f463e4fff78.poscar
Cd1Te1,aflow:db3c099649cd0199,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1Te1_ICSD_108238,216,cF8,2.22595,1.70177,150.063,5.9313,36.3556,13.038,2,5.5414,aflow_db3c099649cd0199.poscar
Sn2Te6Tl8,aflow:99292c09a16a572f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Sn1Te3Tl4_ICSD_104191,140,tI32,2.22664,0.471544,141.053,47.5301,27.7128,14.8914,16,8.24753,aflow_99292c09a16a572f.poscar
Cl1Na1,aflow:d0c93a9396dc599e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_100633,225,cF8,2.22727,2.12177,271.114,5.79577,24.8944,13.4547,2,2.12681,aflow_d0c93a9396dc599e.poscar
I1Na1,aflow:484aa4aa291e7238,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/I1Na1_ICSD_44279,225,cF8,2.22993,0.851748,139.821,5.94824,16.4444,7.82861,2,3.6417,aflow_484aa4aa291e7238.poscar
Ag1Mg1Sb1,aflow:d63cc0a05a52c00f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1Mg1Sb1_ICSD_187149,216,cF12,2.23015,1.19644,172.098,8.86433,54.3667,13.5164,3,5.90782,aflow_d63cc0a05a52c00f.poscar
Cd1N1,aflow:6146cee097d0232d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1N1_ICSD_183198,216,cF8,2.23036,1.32338,186.109,5.89408,62.5167,11.3414,2,6.15373,aflow_6146cee097d0232d.poscar
S12Sn8,aflow:7b0d1bcbe596c2b1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/S3Sn2_ICSD_31995,62,oP20,2.23037,2.16694,343.102,56.3984,15.9098,11.4279,20,4.26756,aflow_7b0d1bcbe596c2b1.poscar
Cs6Ni2O4,aflow:a933bda42ca16d2e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cs3Ni1O2_ICSD_424578,136,tP12,2.23058,0.488223,171.929,35.4758,23.6792,9.54778,12,4.68948,aflow_a933bda42ca16d2e.poscar
Cs2Cu2O4,aflow:18b2942cbd86f0e3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Cs1Cu1O2_ICSD_15097,63,oS16,2.23128,1.45598,261.993,23.1634,31.2322,12.0383,8,4.22102,aflow_18b2942cbd86f0e3.poscar
Tl1Yb1,aflow:9c68d753a5c1b840,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Tl1Yb1_ICSD_106197,221,cP2,2.23194,0.857055,104.995,5.96751,33.5444,11.5492,2,10.68,aflow_9c68d753a5c1b840.poscar
